Cod_Secao;Cod_Divisao;Cod_Grupo;Cod_Classe;Nome_Secao;Nome_Divisao;Nome_Grupo;Nome_Classe
C;29;294;29417;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Fabricação de peças e acessórios para veículos automotores;Fabricação de peças e acessórios para o sistema motor de veículos automotores
C;29;294;29425;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Fabricação de peças e acessórios para veículos automotores;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores
C;29;294;29433;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Fabricação de peças e acessórios para veículos automotores;Fabricação de peças e acessórios para o sistema de freios de veículos automotores
C;29;294;29441;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Fabricação de peças e acessórios para veículos automotores;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores
C;29;294;29450;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Fabricação de peças e acessórios para veículos automotores;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias
C;29;294;29492;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Fabricação de peças e acessórios para veículos automotores;Fabricação de peças e acessórios para veículos automotores não especificados anteriormente
C;29;295;29506;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Recondicionamento e recuperação de motores para veículos automotores;Recondicionamento e recuperação de motores para veículos automotores
C;30;301;30113;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Construção de embarcações;Construção de embarcações e estruturas flutuantes
C;30;301;30121;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Construção de embarcações;Construção de embarcações para esporte e lazer
C;30;303;30318;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de veículos ferroviários;Fabricação de locomotivas, vagões e outros materiais rodantes
C;30;303;30326;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de veículos ferroviários;Fabricação de peças e acessórios para veículos ferroviários
C;30;304;30415;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de aeronaves;Fabricação de aeronaves
C;30;304;30423;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de aeronaves;Fabricação de turbinas, motores e outros componentes e peças para aeronaves
C;30;305;30504;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de veículos militares de combate;Fabricação de veículos militares de combate
C;30;309;30911;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de equipamentos de transporte não especificados anteriormente;Fabricação de motocicletas
C;30;309;30920;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de equipamentos de transporte não especificados anteriormente;Fabricação de bicicletas e triciclos não-motorizados
C;30;309;30997;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de equipamentos de transporte não especificados anteriormente;Fabricação de equipamentos de transporte não especificados anteriormente
C;31;310;31012;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÓVEIS;Fabricação de móveis;Fabricação de móveis com predominância de madeira
C;31;310;31021;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÓVEIS;Fabricação de móveis;Fabricação de móveis com predominância de metal
C;31;310;31039;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÓVEIS;Fabricação de móveis;Fabricação de móveis de outros materiais, exceto madeira e metal
C;31;310;31047;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÓVEIS;Fabricação de móveis;Fabricação de colchões
C;32;321;32116;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de artigos de joalheria, bijuteria e semelhantes;Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria
C;32;321;32124;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de artigos de joalheria, bijuteria e semelhantes;Fabricação de bijuterias e artefatos semelhantes
C;32;322;32205;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de instrumentos musicais;Fabricação de instrumentos musicais
C;32;323;32302;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de artefatos para pesca e esporte;Fabricação de artefatos para pesca e esporte
C;32;324;32400;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de brinquedos e jogos recreativos;Fabricação de brinquedos e jogos recreativos
C;32;325;32507;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos
C;32;329;32914;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de produtos diversos;Fabricação de escovas, pincéis e vassouras
C;32;329;32922;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de produtos diversos;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional
C;32;329;32990;INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de produtos diversos;Fabricação de produtos diversos não especificados anteriormente
C;33;331;33112;INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos
C;33;331;33121;INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;Manutenção e reparação de equipamentos eletrônicos e ópticos
C;33;331;33139;INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;Manutenção e reparação de máquinas e equipamentos elétricos
C;33;331;33147;INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;Manutenção e reparação de máquinas e equipamentos da indústria mecânica
C;33;331;33155;INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;Manutenção e reparação de veículos ferroviários
C;33;331;33163;INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;Manutenção e reparação de aeronaves
C;33;331;33171;INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;Manutenção e reparação de embarcações
C;33;331;33198;INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;Manutenção e reparação de equipamentos e produtos não especificados anteriormente
C;33;332;33210;INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Instalação de máquinas e equipamentos;Instalação de máquinas e equipamentos industriais
C;33;332;33295;INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Instalação de máquinas e equipamentos;Instalação de equipamentos não especificados anteriormente
D;35;351;35115;ELETRICIDADE E GÁS;ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Geração, transmissão e distribuição de energia elétrica;Geração de energia elétrica
D;35;351;35123;ELETRICIDADE E GÁS;ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Geração, transmissão e distribuição de energia elétrica;Transmissão de energia elétrica
D;35;351;35131;ELETRICIDADE E GÁS;ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Geração, transmissão e distribuição de energia elétrica;Comércio atacadista de energia elétrica
D;35;351;35140;ELETRICIDADE E GÁS;ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Geração, transmissão e distribuição de energia elétrica;Distribuição de energia elétrica
D;35;352;35204;ELETRICIDADE E GÁS;ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Produção e distribuição de combustíveis gasosos por redes urbanas;"Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas"
D;35;353;35301;ELETRICIDADE E GÁS;ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Produção e distribuição de vapor, água quente e ar condicionado;Produção e distribuição de vapor, água quente e ar condicionado
E;36;360;36006;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA;Captação, tratamento e distribuição de água;Captação, tratamento e distribuição de água
E;37;370;37011;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;ESGOTO E ATIVIDADES RELACIONADAS;Esgoto e atividades relacionadas;Gestão de redes de esgoto
E;37;370;37029;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;ESGOTO E ATIVIDADES RELACIONADAS;Esgoto e atividades relacionadas;Atividades relacionadas a esgoto, exceto a gestão de redes
E;38;381;38114;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS";Coleta de resíduos;Coleta de resíduos não-perigosos
E;38;381;38122;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS";Coleta de resíduos;Coleta de resíduos perigosos
E;38;382;38211;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS";Tratamento e disposição de resíduos;Tratamento e disposição de resíduos não-perigosos
E;38;382;38220;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS";Tratamento e disposição de resíduos;Tratamento e disposição de resíduos perigosos
E;38;383;38319;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS";Recuperação de materiais;Recuperação de materiais metálicos
E;38;383;38327;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS";Recuperação de materiais;Recuperação de materiais plásticos
E;38;383;38394;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS";Recuperação de materiais;Recuperação de materiais não especificados anteriormente
E;39;390;39005;ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS;Descontaminação e outros serviços de gestão de resíduos;Descontaminação e outros serviços de gestão de resíduos
F;41;411;41107;CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS;Incorporação de empreendimentos imobiliários;Incorporação de empreendimentos imobiliários
F;41;412;41204;CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS;Construção de edifícios;Construção de edifícios
F;42;421;42111;CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais;Construção de rodovias e ferrovias
F;42;421;42120;CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais;Construção de obras-de-arte especiais
F;42;421;42138;CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais;Obras de urbanização - ruas, praças e calçadas
F;42;422;42219;CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Obras de infra-estrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos;Obras para geração e distribuição de energia elétrica e para telecomunicações
F;42;422;42227;CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Obras de infra-estrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas
F;42;422;42235;CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Obras de infra-estrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos;Construção de redes de transportes por dutos, exceto para água e esgoto
F;42;429;42910;CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Construção de outras obras de infra-estrutura;Obras portuárias, marítimas e fluviais
F;42;429;42928;CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Construção de outras obras de infra-estrutura;Montagem de instalações industriais e de estruturas metálicas
F;42;429;42995;CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Construção de outras obras de infra-estrutura;Obras de engenharia civil não especificadas anteriormente
F;43;431;43118;CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Demolição e preparação do terreno;Demolição e preparação de canteiros de obras
F;43;431;43126;CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Demolição e preparação do terreno;Perfurações e sondagens
F;43;431;43134;CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Demolição e preparação do terreno;Obras de terraplenagem
F;43;431;43193;CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Demolição e preparação do terreno;Serviços de preparação do terreno não especificados anteriormente
F;43;432;43215;CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Instalações elétricas, hidráulicas e outras instalações em construções;Instalações elétricas
F;43;432;43223;CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Instalações elétricas, hidráulicas e outras instalações em construções;Instalações hidráulicas, de sistemas de ventilação e refrigeração
F;43;432;43291;CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Instalações elétricas, hidráulicas e outras instalações em construções;Obras de instalações em construções não especificadas anteriormente
F;43;433;43304;CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Obras de acabamento;Obras de acabamento
F;43;439;43916;CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Outros serviços especializados para construção;Obras de fundações
F;43;439;43991;CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Outros serviços especializados para construção;Serviços especializados para construção não especificados anteriormente
G;45;451;45111;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio de veículos automotores;Comércio a varejo e por atacado de veículos automotores
G;45;451;45129;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio de veículos automotores;Representantes comerciais e agentes do comércio de veículos automotores
G;45;452;45200;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Manutenção e reparação de veículos automotores;Manutenção e reparação de veículos automotores
G;45;453;45307;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio de peças e acessórios para veículos automotores;Comércio de peças e acessórios para veículos automotores
G;45;454;45412;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio, manutenção e reparação de motocicletas, peças e acessórios;Comércio por atacado e a varejo de motocicletas, peças e acessórios
G;45;454;45421;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio, manutenção e reparação de motocicletas, peças e acessórios;Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios
G;45;454;45439;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio, manutenção e reparação de motocicletas, peças e acessórios;Manutenção e reparação de motocicletas
G;46;461;46117;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos
G;46;461;46125;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos
G;46;461;46133;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens
G;46;461;46141;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves
G;46;461;46150;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico
G;46;461;46168;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem
G;46;461;46176;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo
G;46;461;46184;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente
G;46;461;46192;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
G;46;462;46214;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de matérias-primas agrícolas e animais vivos;Comércio atacadista de café em grão
G;46;462;46222;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de matérias-primas agrícolas e animais vivos;Comércio atacadista de soja
G;46;462;46231;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de matérias-primas agrícolas e animais vivos;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja
G;46;463;46311;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;Comércio atacadista de leite e laticínios
G;46;463;46320;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas
G;46;463;46338;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;Comércio atacadista de hortifrutigranjeiros
G;46;463;46346;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;Comércio atacadista de carnes, produtos da carne e pescado
G;46;463;46354;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;Comércio atacadista de bebidas
G;46;463;46362;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;Comércio atacadista de produtos do fumo
G;46;463;46371;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente
G;46;463;46397;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;Comércio atacadista de produtos alimentícios em geral
G;46;464;46419;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de produtos de consumo não-alimentar;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho
G;46;464;46427;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de produtos de consumo não-alimentar;Comércio atacadista de artigos do vestuário e acessórios
G;46;464;46435;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de produtos de consumo não-alimentar;Comércio atacadista de calçados e artigos de viagem
