Cod_Secao;Cod_Divisao;Cod_Grupo;Cod_Classe;Nome_Secao;Nome_Divisao;Nome_Grupo;Nome_Classe
G;46;464;46443;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de produtos de consumo não-alimentar;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário
G;46;464;46451;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de produtos de consumo não-alimentar;Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico
G;46;464;46460;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de produtos de consumo não-alimentar;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal
G;46;464;46478;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de produtos de consumo não-alimentar;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações"
G;46;464;46494;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de produtos de consumo não-alimentar;Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
G;46;465;46516;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação;Comércio atacadista de computadores, periféricos e suprimentos de informática
G;46;465;46524;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação
G;46;466;46613;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças"
G;46;466;46621;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação;"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças"
G;46;466;46630;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação;"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças"
G;46;466;46648;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças"
G;46;466;46656;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação;"Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças"
G;46;466;46699;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças"
G;46;467;46711;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção;Comércio atacadista de madeira e produtos derivados
G;46;467;46729;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção;Comércio atacadista de ferragens e ferramentas
G;46;467;46737;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção;Comércio atacadista de material elétrico
G;46;467;46745;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção;Comércio atacadista de cimento
G;46;467;46796;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral
G;46;468;46818;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em outros produtos;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP
G;46;468;46826;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em outros produtos;Comércio atacadista de gás liqüefeito de petróleo (GLP)
G;46;468;46834;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em outros produtos;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo
G;46;468;46842;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em outros produtos;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos
G;46;468;46851;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em outros produtos;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção
G;46;468;46869;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em outros produtos;Comércio atacadista de papel e papelão em bruto e de embalagens
G;46;468;46877;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em outros produtos;Comércio atacadista de resíduos e sucatas
G;46;468;46893;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista especializado em outros produtos;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente
G;46;469;46915;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista não-especializado;Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios
G;46;469;46923;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista não-especializado;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários
G;46;469;46931;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio atacadista não-especializado;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários
G;47;471;47113;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista não-especializado;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados
G;47;471;47121;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista não-especializado;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns
G;47;471;47130;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista não-especializado;Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios
G;47;472;47211;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos alimentícios, bebidas e fumo;Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes
G;47;472;47229;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos alimentícios, bebidas e fumo;Comércio varejista de carnes e pescados - açougues e peixarias
G;47;472;47237;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos alimentícios, bebidas e fumo;Comércio varejista de bebidas
G;47;472;47245;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos alimentícios, bebidas e fumo;Comércio varejista de hortifrutigranjeiros
G;47;472;47296;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos alimentícios, bebidas e fumo;"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo"
G;47;473;47318;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de combustíveis para veículos automotores;Comércio varejista de combustíveis para veículos automotores
G;47;473;47326;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de combustíveis para veículos automotores;Comércio varejista de lubrificantes
G;47;474;47415;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de material de construção;Comércio varejista de tintas e materiais para pintura
G;47;474;47423;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de material de construção;Comércio varejista de material elétrico
G;47;474;47431;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de material de construção;Comércio varejista de vidros
G;47;474;47440;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de material de construção;Comércio varejista de ferragens, madeira e materiais de construção
G;47;475;47512;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;"Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico";Comércio varejista especializado de equipamentos e suprimentos de informática
G;47;475;47521;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;"Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico";Comércio varejista especializado de equipamentos de telefonia e comunicação
G;47;475;47539;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;"Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico";Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
G;47;475;47547;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;"Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico";Comércio varejista especializado de móveis, colchoaria e artigos de iluminação
G;47;475;47555;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;"Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico";Comércio varejista especializado de tecidos e artigos de cama, mesa e banho
G;47;475;47563;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;"Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico";Comércio varejista especializado de instrumentos musicais e acessórios
G;47;475;47571;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;"Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico";Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação
G;47;475;47598;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;"Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico";Comércio varejista de artigos de uso doméstico não especificados anteriormente
G;47;476;47610;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de artigos culturais, recreativos e esportivos;Comércio varejista de livros, jornais, revistas e papelaria
G;47;476;47628;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de artigos culturais, recreativos e esportivos;Comércio varejista de discos, CDs, DVDs e fitas
G;47;476;47636;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de artigos culturais, recreativos e esportivos;Comércio varejista de artigos recreativos e esportivos
G;47;477;47717;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos;Comércio varejista de produtos farmacêuticos para uso humano e veterinário
G;47;477;47725;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal
G;47;477;47733;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos;Comércio varejista de artigos médicos e ortopédicos
G;47;477;47741;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos;Comércio varejista de artigos de óptica
G;47;478;47814;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos novos não especificados anteriormente e de produtos usados;Comércio varejista de artigos do vestuário e acessórios
G;47;478;47822;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos novos não especificados anteriormente e de produtos usados;Comércio varejista de calçados e artigos de viagem
G;47;478;47831;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos novos não especificados anteriormente e de produtos usados;Comércio varejista de jóias e relógios
G;47;478;47849;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos novos não especificados anteriormente e de produtos usados;Comércio varejista de gás liqüefeito de petróleo (GLP)
G;47;478;47857;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos novos não especificados anteriormente e de produtos usados;Comércio varejista de artigos usados
G;47;478;47890;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio varejista de produtos novos não especificados anteriormente e de produtos usados;Comércio varejista de outros produtos novos não especificados anteriormente
G;47;479;47903;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO VAREJISTA;Comércio ambulante e outros tipos de comércio varejista;Comércio ambulante e outros tipos de comércio varejista
H;49;491;49116;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte ferroviário e metroferroviário;Transporte ferroviário de carga
H;49;491;49124;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte ferroviário e metroferroviário;Transporte metroferroviário de passageiros
H;49;492;49213;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte rodoviário de passageiros;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana
H;49;492;49221;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte rodoviário de passageiros;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional
H;49;492;49230;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte rodoviário de passageiros;Transporte rodoviário de táxi
H;49;492;49248;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte rodoviário de passageiros;Transporte escolar
H;49;492;49299;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte rodoviário de passageiros;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente
H;49;493;49302;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte rodoviário de carga;Transporte rodoviário de carga
H;49;494;49400;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Transporte dutoviário;Transporte dutoviário
H;49;495;49507;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE TERRESTRE;Trens turísticos, teleféricos e similares;Trens turísticos, teleféricos e similares
H;50;501;50114;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Transporte marítimo de cabotagem e longo curso;Transporte marítimo de cabotagem
H;50;501;50122;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Transporte marítimo de cabotagem e longo curso;Transporte marítimo de longo curso
H;50;502;50211;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Transporte por navegação interior;Transporte por navegação interior de carga
H;50;502;50220;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Transporte por navegação interior;Transporte por navegação interior de passageiros em linhas regulares
H;50;503;50301;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Navegação de apoio;Navegação de apoio
H;50;509;50912;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Outros transportes aquaviários;Transporte por navegação de travessia
H;50;509;50998;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Outros transportes aquaviários;Transportes aquaviários não especificados anteriormente
H;51;511;51111;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AÉREO;Transporte aéreo de passageiros;Transporte aéreo de passageiros regular
H;51;511;51129;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AÉREO;Transporte aéreo de passageiros;Transporte aéreo de passageiros não-regular
H;51;512;51200;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AÉREO;Transporte aéreo de carga;Transporte aéreo de carga
H;51;513;51307;TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AÉREO;Transporte espacial;Transporte espacial
H;52;521;52117;TRANSPORTE, ARMAZENAGEM E CORREIO;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;Armazenamento, carga e descarga;Armazenamento
H;52;521;52125;TRANSPORTE, ARMAZENAGEM E CORREIO;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;Armazenamento, carga e descarga;Carga e descarga
H;52;522;52214;TRANSPORTE, ARMAZENAGEM E CORREIO;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;Atividades auxiliares dos transportes terrestres;Concessionárias de rodovias, pontes, túneis e serviços relacionados
H;52;522;52222;TRANSPORTE, ARMAZENAGEM E CORREIO;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;Atividades auxiliares dos transportes terrestres;Terminais rodoviários e ferroviários
H;52;522;52231;TRANSPORTE, ARMAZENAGEM E CORREIO;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;Atividades auxiliares dos transportes terrestres;Estacionamento de veículos
H;52;522;52290;TRANSPORTE, ARMAZENAGEM E CORREIO;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;Atividades auxiliares dos transportes terrestres;Atividades auxiliares dos transportes terrestres não especificadas anteriormente
H;52;523;52311;TRANSPORTE, ARMAZENAGEM E CORREIO;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;Atividades auxiliares dos transportes aquaviários;Gestão de portos e terminais
H;52;523;52320;TRANSPORTE, ARMAZENAGEM E CORREIO;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;Atividades auxiliares dos transportes aquaviários;Atividades de agenciamento marítimo
H;52;523;52397;TRANSPORTE, ARMAZENAGEM E CORREIO;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;Atividades auxiliares dos transportes aquaviários;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente
H;52;524;52401;TRANSPORTE, ARMAZENAGEM E CORREIO;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;Atividades auxiliares dos transportes aéreos;Atividades auxiliares dos transportes aéreos
H;52;525;52508;TRANSPORTE, ARMAZENAGEM E CORREIO;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;Atividades relacionadas à organização do transporte de carga;Atividades relacionadas à organização do transporte de carga
H;53;531;53105;TRANSPORTE, ARMAZENAGEM E CORREIO;CORREIO E OUTRAS ATIVIDADES DE ENTREGA;Atividades de Correio;Atividades de Correio
H;53;532;53202;TRANSPORTE, ARMAZENAGEM E CORREIO;CORREIO E OUTRAS ATIVIDADES DE ENTREGA;Atividades de malote e de entrega;Atividades de malote e de entrega
I;55;551;55108;ALOJAMENTO E ALIMENTAÇÃO;ALOJAMENTO;Hotéis e similares;Hotéis e similares
I;55;559;55906;ALOJAMENTO E ALIMENTAÇÃO;ALOJAMENTO;Outros tipos de alojamento não especificados anteriormente;Outros tipos de alojamento não especificados anteriormente
I;56;561;56112;ALOJAMENTO E ALIMENTAÇÃO;ALIMENTAÇÃO;Restaurantes e outros serviços de alimentação e bebidas;Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas
I;56;561;56121;ALOJAMENTO E ALIMENTAÇÃO;ALIMENTAÇÃO;Restaurantes e outros serviços de alimentação e bebidas;Serviços ambulantes de alimentação
I;56;562;56201;ALOJAMENTO E ALIMENTAÇÃO;ALIMENTAÇÃO;Serviços de catering, bufê e outros serviços de comida preparada;Serviços de catering, bufê e outros serviços de comida preparada
J;58;581;58115;INFORMAÇÃO E COMUNICAÇÃO;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;Edição de livros, jornais, revistas e outras atividades de edição;Edição de livros
J;58;581;58123;INFORMAÇÃO E COMUNICAÇÃO;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;Edição de livros, jornais, revistas e outras atividades de edição;Edição de jornais
J;58;581;58131;INFORMAÇÃO E COMUNICAÇÃO;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;Edição de livros, jornais, revistas e outras atividades de edição;Edição de revistas
J;58;581;58191;INFORMAÇÃO E COMUNICAÇÃO;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;Edição de livros, jornais, revistas e outras atividades de edição;Edição de cadastros, listas e outros produtos gráficos
J;58;582;58212;INFORMAÇÃO E COMUNICAÇÃO;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;Edição integrada à impressão de livros, jornais, revistas e outras publicações;Edição integrada à impressão de livros
J;58;582;58221;INFORMAÇÃO E COMUNICAÇÃO;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;Edição integrada à impressão de livros, jornais, revistas e outras publicações;Edição integrada à impressão de jornais
J;58;582;58239;INFORMAÇÃO E COMUNICAÇÃO;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;Edição integrada à impressão de livros, jornais, revistas e outras publicações;Edição integrada à impressão de revistas
